recipient_id,recipient_name,recipient_email,recipient_phone,recipient_account_age_days,recipient_verified
RCPT001238,Mark Smith,mark.smith820@gmail.com,893-374-1543,1102,False
RCPT001239,Jessica Gonzalez,jessica.gonzalez765@gmail.com,504-259-7748,295,True
RCPT001240,Jennifer Brown,jennifer.brown857@hotmail.com,322-913-8639,646,True
RCPT001241,Karen Gonzalez,karen.gonzalez485@yahoo.com,790-617-1449,691,False
RCPT001242,Barbara Davis,barbara.davis83@hotmail.com,895-416-5431,365,True
RCPT001243,Mary Thomas,mary.thomas847@gmail.com,493-422-2288,1618,True
RCPT001244,Sandra Anderson,sandra.anderson469@yahoo.com,369-346-8647,520,True
RCPT001245,Sandra Taylor,sandra.taylor581@yahoo.com,951-609-8973,601,True
RCPT001246,Sarah Gonzalez,sarah.gonzalez34@gmail.com,697-992-7420,1816,False
RCPT001247,Nancy Taylor,nancy.taylor462@yahoo.com,714-981-9453,118,True
RCPT001248,Patricia Williams,patricia.williams826@yahoo.com,233-868-6735,353,True
RCPT001249,Michael Taylor,michael.taylor228@hotmail.com,368-351-4446,954,False
RCPT001250,David Johnson,david.johnson277@hotmail.com,736-230-7513,1338,True
RCPT001251,Christopher Garcia,christopher.garcia271@hotmail.com,763-897-7539,1125,True
RCPT001252,Susan Johnson,susan.johnson286@gmail.com,930-373-7850,215,False
RCPT001253,Lisa Lopez,lisa.lopez333@hotmail.com,332-678-5057,403,False
RCPT001254,Mary Jones,mary.jones124@hotmail.com,886-590-2268,1519,False
RCPT001255,Karen Johnson,karen.johnson320@outlook.com,885-589-2193,104,True
RCPT001256,Karen Wilson,karen.wilson678@hotmail.com,469-500-2352,1203,True
RCPT001257,Matthew Rodriguez,matthew.rodriguez204@outlook.com,676-233-3735,1266,False
RCPT001258,Joseph Johnson,joseph.johnson339@gmail.com,410-529-7775,1595,True
RCPT001259,Linda Anderson,linda.anderson838@yahoo.com,971-480-7504,1368,True
RCPT001260,Matthew Hernandez,matthew.hernandez828@outlook.com,209-501-9803,1557,True
RCPT001261,Margaret Williams,margaret.williams88@gmail.com,614-527-7437,1500,True
RCPT001262,Jennifer Garcia,jennifer.garcia690@outlook.com,696-819-2167,1558,True
RCPT001263,John Thomas,john.thomas521@hotmail.com,316-384-6695,1235,True
RCPT001264,Nancy Anderson,nancy.anderson183@gmail.com,615-811-5770,286,True
RCPT001265,Robert Martin,robert.martin146@hotmail.com,452-759-5214,145,False
RCPT001266,David Thomas,david.thomas990@outlook.com,288-701-7639,767,False
RCPT001267,Jennifer Garcia,jennifer.garcia686@hotmail.com,572-733-9527,1767,True
RCPT001268,Susan Wilson,susan.wilson15@outlook.com,799-773-4543,482,True
RCPT001269,Mary Taylor,mary.taylor206@yahoo.com,683-723-4574,804,True
RCPT001270,Barbara Jackson,barbara.jackson187@outlook.com,624-734-7648,784,True
RCPT001271,Sarah Smith,sarah.smith493@hotmail.com,627-543-4908,105,True
RCPT001272,Mary Garcia,mary.garcia832@yahoo.com,696-573-1221,1262,True
RCPT001273,Daniel Wilson,daniel.wilson675@gmail.com,487-681-1093,1268,True
RCPT001274,Sarah Johnson,sarah.johnson241@yahoo.com,663-289-5339,291,True
RCPT001275,Michael Thomas,michael.thomas296@outlook.com,380-710-4730,1186,True
RCPT001276,Christopher Jones,christopher.jones702@outlook.com,941-920-9246,1275,True
RCPT001277,Margaret Jackson,margaret.jackson336@hotmail.com,361-710-7825,1519,True
RCPT001278,Karen Davis,karen.davis747@yahoo.com,604-948-9368,439,True
RCPT001279,Matthew Martinez,matthew.martinez31@outlook.com,378-727-2400,1602,True
RCPT001280,Karen Taylor,karen.taylor108@outlook.com,277-880-9211,53,True
RCPT001281,Karen Moore,karen.moore575@gmail.com,469-219-4405,474,False
RCPT001282,Lisa Garcia,lisa.garcia449@yahoo.com,475-996-5950,675,True
RCPT001283,Jennifer Thomas,jennifer.thomas369@hotmail.com,339-599-9004,477,True
RCPT001284,Daniel Thomas,daniel.thomas184@yahoo.com,351-304-6167,714,True
RCPT001285,Robert Hernandez,robert.hernandez52@gmail.com,601-833-4073,1592,True
RCPT001286,Charles Anderson,charles.anderson260@hotmail.com,298-287-7465,693,True
RCPT001287,Susan Smith,susan.smith560@outlook.com,377-993-5852,1707,True
RCPT001288,Mark Brown,mark.brown231@yahoo.com,795-635-7981,1666,True
RCPT001289,Lisa Hernandez,lisa.hernandez848@outlook.com,531-352-7653,810,True
RCPT001290,Sandra Thomas,sandra.thomas68@gmail.com,724-287-4476,276,True
RCPT001291,Joseph Jones,joseph.jones198@gmail.com,796-926-2429,1101,True
RCPT001292,Richard Hernandez,richard.hernandez949@hotmail.com,255-993-7730,446,False
RCPT001293,Charles Taylor,charles.taylor349@gmail.com,587-669-7889,1329,True
RCPT001294,Barbara Martin,barbara.martin634@gmail.com,811-588-7757,1199,False
RCPT001295,Richard Johnson,richard.johnson759@yahoo.com,341-402-7197,563,True
RCPT001296,Charles Jackson,charles.jackson813@hotmail.com,902-306-5740,481,False
RCPT001297,Nancy Smith,nancy.smith756@hotmail.com,401-896-5127,318,True
RCPT001298,Karen Brown,karen.brown873@outlook.com,359-640-4236,246,False
RCPT001299,Joseph Thomas,joseph.thomas783@hotmail.com,925-479-3423,371,True
RCPT001300,Patricia Garcia,patricia.garcia697@hotmail.com,334-861-2764,1660,False
RCPT001301,Michael Taylor,michael.taylor95@gmail.com,438-463-8270,418,True
RCPT001302,Joseph Hernandez,joseph.hernandez104@gmail.com,877-380-6985,1107,True
RCPT001303,Lisa Moore,lisa.moore335@gmail.com,718-953-4371,482,True
RCPT001304,Jessica Brown,jessica.brown25@hotmail.com,521-412-6285,180,True
RCPT001305,David Wilson,david.wilson750@yahoo.com,888-925-5829,462,True
RCPT001306,Daniel Anderson,daniel.anderson987@gmail.com,819-889-2056,780,True
RCPT001307,Sandra Miller,sandra.miller778@hotmail.com,467-656-2394,1437,True
RCPT001308,Margaret Rodriguez,margaret.rodriguez887@yahoo.com,448-854-9288,341,True
RCPT001309,Elizabeth Brown,elizabeth.brown497@outlook.com,757-785-3305,1412,True
RCPT001310,Mary Gonzalez,mary.gonzalez946@yahoo.com,783-860-5173,699,True
RCPT001311,Jennifer Taylor,jennifer.taylor954@hotmail.com,554-671-2941,1381,False
RCPT001312,Charles Brown,charles.brown775@gmail.com,637-961-3883,757,True
RCPT001313,Karen Martin,karen.martin201@gmail.com,509-529-5076,1495,False
RCPT001314,David Brown,david.brown206@yahoo.com,729-644-2818,1612,True
RCPT001315,Susan Anderson,susan.anderson709@hotmail.com,595-283-8062,206,False
RCPT001316,Anthony Smith,anthony.smith327@hotmail.com,446-431-8416,1397,True
RCPT001317,Jessica Davis,jessica.davis392@outlook.com,280-330-9161,1436,True
RCPT001318,Jessica Smith,jessica.smith428@hotmail.com,445-279-3852,222,False
RCPT001319,Betty Taylor,betty.taylor835@hotmail.com,200-878-7354,1274,False
RCPT001320,Robert Martin,robert.martin437@outlook.com,344-253-5470,183,False
RCPT001321,Jennifer Martin,jennifer.martin201@gmail.com,830-974-2732,1321,False
RCPT001322,Mark Anderson,mark.anderson566@outlook.com,521-961-7309,1414,True
RCPT001323,Jessica Rodriguez,jessica.rodriguez15@gmail.com,822-347-6957,706,True
RCPT001324,Mark Brown,mark.brown464@hotmail.com,534-201-5267,801,True
RCPT001325,Susan Brown,susan.brown303@yahoo.com,754-950-5454,101,True
RCPT001326,Karen Anderson,karen.anderson129@outlook.com,688-544-5609,708,False
RCPT001327,Susan Jackson,susan.jackson648@gmail.com,795-501-2458,529,True
RCPT001328,Barbara Johnson,barbara.johnson632@hotmail.com,601-401-7695,1387,True
RCPT001329,Michael Taylor,michael.taylor339@hotmail.com,364-719-9566,382,True
RCPT001330,Patricia Miller,patricia.miller153@outlook.com,697-724-4541,1686,True
RCPT001331,Michael Lopez,michael.lopez549@hotmail.com,832-792-2770,1785,False
RCPT001332,Mark Anderson,mark.anderson420@yahoo.com,724-570-9385,803,True
RCPT001333,Robert Hernandez,robert.hernandez730@hotmail.com,432-699-7668,402,False
RCPT001334,Richard Garcia,richard.garcia515@outlook.com,299-278-8560,1664,True
RCPT001335,Betty Wilson,betty.wilson380@yahoo.com,852-550-6453,711,True
RCPT001336,Karen Rodriguez,karen.rodriguez948@hotmail.com,248-635-9542,1261,True
RCPT001337,Thomas Jones,thomas.jones622@hotmail.com,751-622-4857,1602,True
RCPT001338,Karen Jackson,karen.jackson749@outlook.com,920-354-9528,684,True
RCPT001339,Daniel Rodriguez,daniel.rodriguez125@outlook.com,794-409-5902,450,True
RCPT001340,Elizabeth Jackson,elizabeth.jackson722@gmail.com,469-362-2166,730,True
RCPT001341,Elizabeth Johnson,elizabeth.johnson594@outlook.com,673-598-3408,638,True
RCPT001342,Sarah Lopez,sarah.lopez507@hotmail.com,233-516-1370,1594,True
RCPT001343,Jennifer Thomas,jennifer.thomas652@outlook.com,220-405-7032,516,False
RCPT001344,Susan Gonzalez,susan.gonzalez957@yahoo.com,251-663-8234,1169,False
RCPT001345,David Williams,david.williams684@gmail.com,796-228-7475,1442,True
RCPT001346,Matthew Brown,matthew.brown637@hotmail.com,223-699-3778,1693,True
RCPT001347,William Wilson,william.wilson106@hotmail.com,943-242-5455,243,True
RCPT001348,Jessica Johnson,jessica.johnson526@yahoo.com,777-355-3279,108,True
RCPT001349,Anthony Hernandez,anthony.hernandez91@yahoo.com,833-229-1071,368,True
RCPT001350,Mary Williams,mary.williams802@gmail.com,511-651-5206,1382,False
RCPT001351,Jennifer Martin,jennifer.martin586@gmail.com,925-555-7064,660,True
RCPT001352,Linda Thomas,linda.thomas517@yahoo.com,910-832-1457,518,False
RCPT001353,Barbara Thomas,barbara.thomas720@hotmail.com,520-585-9915,580,True
RCPT001354,Robert Gonzalez,robert.gonzalez238@yahoo.com,415-451-9913,630,False
RCPT001355,David Williams,david.williams585@gmail.com,412-930-5767,1150,True
RCPT001356,Betty Johnson,betty.johnson573@yahoo.com,501-291-4415,85,True
RCPT001357,Susan Johnson,susan.johnson416@hotmail.com,877-957-5308,1648,True
RCPT001358,Michael Lopez,michael.lopez655@yahoo.com,497-321-8951,1399,False
RCPT001359,Lisa Miller,lisa.miller209@hotmail.com,935-903-4829,1538,True
RCPT001360,Matthew Anderson,matthew.anderson114@yahoo.com,302-840-9705,327,True
RCPT001361,Betty Gonzalez,betty.gonzalez687@gmail.com,644-881-4085,1166,True
RCPT001362,Linda Williams,linda.williams541@outlook.com,672-850-9536,233,True
RCPT001363,Nancy Smith,nancy.smith558@gmail.com,357-441-9874,1141,True
RCPT001364,Mark Gonzalez,mark.gonzalez592@outlook.com,206-988-3300,1634,True
RCPT001365,Joseph Martin,joseph.martin904@hotmail.com,445-566-7931,635,True
RCPT001366,Nancy Williams,nancy.williams926@gmail.com,820-871-4100,715,True
RCPT001367,Sandra Anderson,sandra.anderson711@yahoo.com,735-600-5079,1213,False
RCPT001368,Jennifer Martinez,jennifer.martinez827@gmail.com,879-360-4793,1029,True
RCPT001369,Karen Jones,karen.jones59@yahoo.com,272-686-6652,1276,True
RCPT001370,William Hernandez,william.hernandez11@gmail.com,815-858-1386,1342,True
RCPT001371,Karen Lopez,karen.lopez786@outlook.com,341-733-7165,1261,True
RCPT001372,Karen Hernandez,karen.hernandez242@gmail.com,225-592-8877,464,True
RCPT001373,Michael Taylor,michael.taylor189@outlook.com,593-527-4545,1559,True
RCPT001374,Sarah Johnson,sarah.johnson880@yahoo.com,908-507-7376,802,True
RCPT001375,Linda Moore,linda.moore371@hotmail.com,941-539-3988,56,True
RCPT001376,James Brown,james.brown650@hotmail.com,894-517-5960,1585,True
RCPT001377,Sarah Martinez,sarah.martinez504@yahoo.com,204-657-5440,117,True
RCPT001378,Patricia Moore,patricia.moore877@outlook.com,214-393-3206,349,True
RCPT001379,Lisa Anderson,lisa.anderson468@hotmail.com,830-826-1895,275,True
RCPT001380,Matthew Rodriguez,matthew.rodriguez767@yahoo.com,787-276-1426,428,True
RCPT001381,James Rodriguez,james.rodriguez109@gmail.com,435-855-8975,269,True
RCPT001382,Mary Jones,mary.jones931@outlook.com,376-809-6596,1675,False
RCPT001383,David Lopez,david.lopez906@gmail.com,359-641-4516,949,True
RCPT001384,Christopher Johnson,christopher.johnson506@outlook.com,988-870-4466,426,True
RCPT001385,Betty Garcia,betty.garcia163@hotmail.com,305-678-7342,880,False
RCPT001386,Anthony Moore,anthony.moore638@yahoo.com,320-368-9013,586,False
RCPT001387,Jennifer Brown,jennifer.brown874@yahoo.com,419-510-6970,1182,True
RCPT001388,Sarah Garcia,sarah.garcia655@hotmail.com,607-558-7516,327,True
RCPT001389,Charles Garcia,charles.garcia613@hotmail.com,812-233-5979,1792,True
RCPT001390,John Martinez,john.martinez511@hotmail.com,413-979-8192,876,True
RCPT001391,Matthew Anderson,matthew.anderson780@yahoo.com,557-627-5785,1577,True
RCPT001392,Sarah Wilson,sarah.wilson932@hotmail.com,709-647-7843,1196,True
RCPT001393,Mark Hernandez,mark.hernandez694@outlook.com,697-940-1073,659,True
RCPT001394,Sarah Wilson,sarah.wilson883@hotmail.com,253-605-8601,1227,False
RCPT001395,Sandra Rodriguez,sandra.rodriguez886@hotmail.com,268-301-7128,1200,True
RCPT001396,David Martin,david.martin141@hotmail.com,622-715-8477,6,True
RCPT001397,Margaret Garcia,margaret.garcia435@hotmail.com,586-825-9184,1265,True
RCPT001398,Mary Moore,mary.moore49@hotmail.com,905-606-7672,1719,True
RCPT001399,Daniel Gonzalez,daniel.gonzalez226@yahoo.com,716-580-1518,1467,True
RCPT001400,Patricia Wilson,patricia.wilson146@outlook.com,538-200-3666,57,True
RCPT001401,Jennifer Hernandez,jennifer.hernandez179@gmail.com,388-984-4673,1150,True
RCPT001402,Jennifer Jackson,jennifer.jackson837@hotmail.com,471-916-7262,1800,True
RCPT001403,Mark Thomas,mark.thomas388@yahoo.com,531-936-2571,1817,True
RCPT001404,Thomas Anderson,thomas.anderson270@outlook.com,845-293-6162,1373,True
RCPT001405,Robert Martin,robert.martin971@hotmail.com,482-578-4938,1496,True
RCPT001406,Linda Davis,linda.davis340@hotmail.com,784-823-2090,888,True
RCPT001407,Linda Lopez,linda.lopez945@hotmail.com,346-336-8757,1336,True
RCPT001408,John Jones,john.jones8@gmail.com,267-761-2471,1017,True
RCPT001409,Matthew Jackson,matthew.jackson469@yahoo.com,984-264-3007,163,True
RCPT001410,Mark Martin,mark.martin434@yahoo.com,414-633-1417,1157,True
RCPT001411,Sandra Johnson,sandra.johnson323@gmail.com,488-888-6279,1240,False
RCPT001412,Christopher Brown,christopher.brown634@outlook.com,864-475-2009,58,True
RCPT001413,Karen Thomas,karen.thomas376@yahoo.com,468-888-5765,733,True
RCPT001414,Jennifer Williams,jennifer.williams17@hotmail.com,366-217-9338,603,True
RCPT001415,Mark Taylor,mark.taylor192@outlook.com,528-477-1590,1707,False
RCPT001416,Sarah Anderson,sarah.anderson179@hotmail.com,536-235-7115,637,True
RCPT001417,David Brown,david.brown621@gmail.com,787-409-8503,758,False
RCPT001418,Matthew Anderson,matthew.anderson3@outlook.com,793-588-1485,1757,False
RCPT001419,John Wilson,john.wilson602@hotmail.com,315-416-6980,1672,True
RCPT001420,Jennifer Moore,jennifer.moore269@yahoo.com,588-815-6130,1591,True
RCPT001421,Charles Lopez,charles.lopez552@yahoo.com,696-674-2009,1420,False
RCPT001422,Charles Martin,charles.martin867@yahoo.com,339-625-2809,1681,True
RCPT001423,Richard Jackson,richard.jackson689@hotmail.com,812-229-8126,1816,True
RCPT001424,Margaret Taylor,margaret.taylor661@yahoo.com,709-634-3038,40,True
RCPT001425,Jennifer Davis,jennifer.davis363@gmail.com,873-340-1444,1278,True
RCPT001426,Barbara Jackson,barbara.jackson726@outlook.com,797-312-6477,1600,False
RCPT001427,Michael Rodriguez,michael.rodriguez616@hotmail.com,399-775-6670,1301,False
RCPT001428,Michael Miller,michael.miller489@hotmail.com,780-724-5400,1213,True
RCPT001429,Linda Moore,linda.moore754@outlook.com,923-741-9159,1784,True
RCPT001430,Patricia Moore,patricia.moore529@gmail.com,844-878-2432,246,True
RCPT001431,Linda Thomas,linda.thomas625@hotmail.com,884-363-4415,414,True
RCPT001432,William Davis,william.davis171@hotmail.com,283-844-8244,26,False
RCPT001433,Mark Brown,mark.brown149@outlook.com,715-696-7819,492,True
RCPT001434,Lisa Taylor,lisa.taylor497@gmail.com,724-942-2123,394,True
RCPT001435,Jennifer Johnson,jennifer.johnson851@yahoo.com,385-255-6001,578,True
RCPT001436,Nancy Davis,nancy.davis883@hotmail.com,314-818-9041,1055,True
RCPT001437,Susan Rodriguez,susan.rodriguez601@hotmail.com,687-314-1563,1641,True
RCPT001438,Robert Hernandez,robert.hernandez638@gmail.com,215-920-4053,1047,True
RCPT001439,Jennifer Jones,jennifer.jones282@gmail.com,710-244-3038,1105,True
RCPT001440,Margaret Brown,margaret.brown245@outlook.com,704-892-5518,430,True
RCPT001441,Mary Davis,mary.davis912@gmail.com,549-956-8749,1176,True
RCPT001442,David Williams,david.williams510@yahoo.com,428-451-6692,1067,True
RCPT001443,Linda Wilson,linda.wilson513@yahoo.com,978-366-1768,168,True
RCPT001444,Margaret Jones,margaret.jones628@outlook.com,831-628-7029,590,False
RCPT001445,Jennifer Williams,jennifer.williams95@outlook.com,662-208-1877,855,True
RCPT001446,Mary Taylor,mary.taylor141@gmail.com,335-474-1161,937,False
RCPT001447,Susan Martinez,susan.martinez737@hotmail.com,883-418-7371,313,True
RCPT001448,Patricia Davis,patricia.davis910@hotmail.com,244-848-2645,215,True
RCPT001449,William Rodriguez,william.rodriguez947@outlook.com,754-905-6344,56,True
RCPT001450,Anthony Jackson,anthony.jackson85@hotmail.com,720-799-5203,730,True
RCPT001451,Nancy Jackson,nancy.jackson285@outlook.com,344-560-5829,955,True
RCPT001452,Nancy Johnson,nancy.johnson296@outlook.com,456-513-3057,1391,True
RCPT001453,Joseph Lopez,joseph.lopez422@yahoo.com,782-463-1031,539,False
RCPT001454,David Brown,david.brown894@hotmail.com,508-464-5999,862,True
RCPT001455,Jessica Martinez,jessica.martinez530@gmail.com,499-956-6213,328,True
RCPT001456,Robert Taylor,robert.taylor775@outlook.com,505-588-6210,1771,True
RCPT001457,Mark Moore,mark.moore626@yahoo.com,225-456-4903,169,False
RCPT001458,Sandra Moore,sandra.moore301@yahoo.com,278-443-2604,459,False
RCPT001459,Daniel Martin,daniel.martin633@outlook.com,548-466-9633,449,True
RCPT001460,Jessica Thomas,jessica.thomas496@yahoo.com,966-995-8230,1512,True
RCPT001461,Barbara Rodriguez,barbara.rodriguez856@yahoo.com,367-463-2893,337,True
RCPT001462,Matthew Smith,matthew.smith734@yahoo.com,739-893-4449,564,True
RCPT001463,Jennifer Martinez,jennifer.martinez487@yahoo.com,384-435-8459,300,True
RCPT001464,Joseph Martinez,joseph.martinez936@gmail.com,813-694-6661,444,False
RCPT001465,Mary Johnson,mary.johnson877@outlook.com,441-365-4845,1221,False
RCPT001466,Joseph Miller,joseph.miller232@hotmail.com,363-299-1010,1088,True
RCPT001467,Sandra Taylor,sandra.taylor194@outlook.com,574-564-9946,1609,True
RCPT001468,Susan Davis,susan.davis163@gmail.com,740-818-5606,1639,True
RCPT001469,Mark Brown,mark.brown745@gmail.com,770-735-6679,1568,True
RCPT001470,Thomas Brown,thomas.brown934@gmail.com,816-835-5428,372,True
RCPT001471,Jessica Moore,jessica.moore241@hotmail.com,338-998-1033,844,True
RCPT001472,Michael Miller,michael.miller674@hotmail.com,547-392-6057,401,True
RCPT001473,Elizabeth Jackson,elizabeth.jackson694@outlook.com,929-301-8287,262,True
RCPT001474,William Johnson,william.johnson849@yahoo.com,389-498-3430,568,True
RCPT001475,Anthony Johnson,anthony.johnson887@gmail.com,827-860-2327,1395,False
RCPT001476,Linda Brown,linda.brown386@yahoo.com,426-336-5806,1327,True
RCPT001477,James Taylor,james.taylor672@outlook.com,983-374-6009,522,False
RCPT001478,Thomas Davis,thomas.davis860@gmail.com,697-321-3217,172,True
RCPT001479,Barbara Thomas,barbara.thomas635@outlook.com,814-279-1816,301,True
RCPT001480,Margaret Brown,margaret.brown583@yahoo.com,682-983-3667,576,True
RCPT001481,Christopher Martin,christopher.martin369@yahoo.com,238-651-7289,1169,True
RCPT001482,Barbara Jones,barbara.jones836@yahoo.com,287-292-8594,1010,True
RCPT001483,Patricia Wilson,patricia.wilson416@hotmail.com,257-309-9763,99,True
RCPT001484,Barbara Rodriguez,barbara.rodriguez304@gmail.com,969-347-8647,897,False
RCPT001485,Mary Brown,mary.brown682@yahoo.com,427-299-7372,282,True
RCPT001486,Anthony Thomas,anthony.thomas377@gmail.com,225-234-1316,442,False
RCPT001487,Margaret Wilson,margaret.wilson769@hotmail.com,682-519-4918,1200,False
RCPT001488,Christopher Davis,christopher.davis562@hotmail.com,661-854-2492,1526,True
RCPT001489,Betty Lopez,betty.lopez515@gmail.com,597-432-1777,362,True
RCPT001490,Jennifer Jackson,jennifer.jackson825@gmail.com,748-362-4145,834,True
RCPT001491,Margaret Thomas,margaret.thomas996@yahoo.com,538-315-2529,286,True
RCPT001492,Lisa Miller,lisa.miller978@gmail.com,253-357-7236,314,True
RCPT001493,Joseph Smith,joseph.smith372@gmail.com,592-665-5830,1141,True
RCPT001494,Nancy Lopez,nancy.lopez164@yahoo.com,789-363-6341,577,False
RCPT001495,David Rodriguez,david.rodriguez507@outlook.com,427-278-8086,1233,True
RCPT001496,Elizabeth Lopez,elizabeth.lopez363@gmail.com,411-594-6543,462,True
RCPT001497,Lisa Martinez,lisa.martinez163@yahoo.com,651-363-5188,895,False
RCPT001498,Joseph Gonzalez,joseph.gonzalez764@yahoo.com,371-619-8894,799,True
RCPT001499,Jessica Martinez,jessica.martinez660@outlook.com,802-212-5546,1649,True
RCPT001500,Matthew Hernandez,matthew.hernandez963@yahoo.com,974-346-5820,1483,True
RCPT001501,Daniel Johnson,daniel.johnson369@outlook.com,466-350-7000,592,False
RCPT001502,Sarah Johnson,sarah.johnson385@hotmail.com,434-693-2361,1265,False
RCPT001503,Mary Miller,mary.miller298@outlook.com,427-270-2778,877,True
RCPT001504,Patricia Lopez,patricia.lopez390@hotmail.com,440-779-7070,380,True
RCPT001505,Patricia Hernandez,patricia.hernandez287@yahoo.com,461-204-2530,712,True
RCPT001506,Nancy Rodriguez,nancy.rodriguez219@outlook.com,825-262-9596,852,True
RCPT001507,Thomas Taylor,thomas.taylor247@hotmail.com,739-935-7049,722,True
RCPT001508,Susan Rodriguez,susan.rodriguez329@hotmail.com,848-775-8345,765,False
RCPT001509,Charles Jackson,charles.jackson791@outlook.com,466-336-6725,1503,True
RCPT001510,Sandra Garcia,sandra.garcia648@gmail.com,948-987-5968,437,False
RCPT001511,Thomas Garcia,thomas.garcia817@outlook.com,534-613-9439,524,False
RCPT001512,Mark Taylor,mark.taylor336@gmail.com,909-663-9560,1766,False
RCPT001513,Sandra Thomas,sandra.thomas949@yahoo.com,981-525-4810,117,True
RCPT001514,David Taylor,david.taylor6@outlook.com,649-734-5285,765,True
RCPT001515,Patricia Martin,patricia.martin925@yahoo.com,895-362-5643,846,False
RCPT001516,John Jackson,john.jackson632@yahoo.com,675-544-3802,444,False
RCPT001517,Mark Brown,mark.brown21@gmail.com,941-350-7031,1779,False
RCPT001518,Michael Hernandez,michael.hernandez76@outlook.com,559-663-1910,751,True
RCPT001519,Anthony Garcia,anthony.garcia43@yahoo.com,585-278-4625,1401,True
RCPT001520,John Martinez,john.martinez320@outlook.com,480-310-8903,323,True
RCPT001521,John Johnson,john.johnson217@outlook.com,704-535-9693,30,False
RCPT001522,Charles Davis,charles.davis158@hotmail.com,240-272-2497,935,True
RCPT001523,Anthony Miller,anthony.miller906@gmail.com,968-454-8938,58,False
RCPT001524,Patricia Taylor,patricia.taylor271@outlook.com,669-805-1935,1131,False
RCPT001525,Jessica Davis,jessica.davis488@yahoo.com,852-308-7818,1643,True
RCPT001526,Joseph Lopez,joseph.lopez625@yahoo.com,702-516-7779,97,True
RCPT001527,Mary Smith,mary.smith993@outlook.com,852-823-8250,964,True
RCPT001528,Mary Smith,mary.smith609@outlook.com,256-264-9415,442,True
RCPT001529,Barbara Gonzalez,barbara.gonzalez391@gmail.com,757-208-7191,193,True
RCPT001530,Thomas Hernandez,thomas.hernandez806@yahoo.com,664-241-1106,1024,True
RCPT001531,Anthony Smith,anthony.smith103@gmail.com,353-968-3301,272,True
RCPT001532,Jennifer Gonzalez,jennifer.gonzalez574@yahoo.com,828-242-6220,197,True
RCPT001533,Patricia Williams,patricia.williams780@gmail.com,951-587-4210,1618,True
RCPT001534,Lisa Jackson,lisa.jackson115@gmail.com,591-674-8149,1262,False
RCPT001535,Anthony Williams,anthony.williams41@gmail.com,488-828-5995,163,True
RCPT001536,Betty Wilson,betty.wilson235@yahoo.com,772-353-3487,744,True
RCPT001537,Charles Gonzalez,charles.gonzalez264@yahoo.com,804-537-9304,1293,False
RCPT001538,Patricia Wilson,patricia.wilson457@yahoo.com,311-264-8941,41,True
RCPT001539,Anthony Hernandez,anthony.hernandez260@hotmail.com,809-599-6179,670,True
RCPT001540,Jennifer Rodriguez,jennifer.rodriguez946@yahoo.com,933-285-9491,1359,True
RCPT001541,Sandra Hernandez,sandra.hernandez854@hotmail.com,851-737-1825,679,False
RCPT001542,Barbara Martin,barbara.martin858@hotmail.com,202-374-5823,291,True
RCPT001543,Christopher Jones,christopher.jones429@yahoo.com,450-583-3939,466,True
RCPT001544,Nancy Anderson,nancy.anderson645@hotmail.com,494-715-8252,1020,True
RCPT001545,Margaret Miller,margaret.miller158@gmail.com,358-217-7563,185,True
RCPT001546,Karen Jones,karen.jones15@yahoo.com,308-996-9585,851,False
RCPT001547,Susan Anderson,susan.anderson287@hotmail.com,730-371-3914,1046,False
RCPT001548,Sarah Smith,sarah.smith511@yahoo.com,829-263-1719,1709,True
RCPT001549,Karen Wilson,karen.wilson236@gmail.com,914-792-7335,855,False
RCPT001550,Margaret Anderson,margaret.anderson776@outlook.com,378-781-7198,65,True
RCPT001551,Betty Martin,betty.martin870@outlook.com,866-519-2148,1306,True
RCPT001552,William Thomas,william.thomas126@outlook.com,504-809-6368,1772,True
RCPT001553,Anthony Hernandez,anthony.hernandez654@hotmail.com,950-511-7668,705,False
RCPT001554,Joseph Brown,joseph.brown252@outlook.com,313-552-4236,522,True
RCPT001555,Joseph Taylor,joseph.taylor765@yahoo.com,850-378-9538,1739,False
RCPT001556,Matthew Miller,matthew.miller150@yahoo.com,679-985-7186,873,True
RCPT001557,William Moore,william.moore647@hotmail.com,331-711-5999,1574,True
RCPT001558,Susan Martinez,susan.martinez351@hotmail.com,863-260-4098,1495,True
RCPT001559,Lisa Smith,lisa.smith160@gmail.com,507-439-7303,852,True
RCPT001560,Matthew Jackson,matthew.jackson301@hotmail.com,406-767-3821,441,True
RCPT001561,Linda Martinez,linda.martinez809@hotmail.com,940-450-4577,715,False
RCPT001562,Susan Taylor,susan.taylor829@yahoo.com,335-992-9582,1227,False
RCPT001563,Anthony Lopez,anthony.lopez789@outlook.com,886-577-5968,1239,True
RCPT001564,Nancy Smith,nancy.smith997@yahoo.com,916-829-9964,2,True
RCPT001565,Michael Davis,michael.davis829@outlook.com,854-606-2199,1623,True
RCPT001566,Mark Lopez,mark.lopez689@outlook.com,693-208-2626,637,True
RCPT001567,Patricia Williams,patricia.williams365@gmail.com,851-589-3519,434,True
RCPT001568,Barbara Davis,barbara.davis625@hotmail.com,364-761-2201,232,True
RCPT001569,Sarah Anderson,sarah.anderson897@outlook.com,545-239-2051,771,True
RCPT001570,Mark Martin,mark.martin460@hotmail.com,223-577-8195,1680,True
RCPT001571,Patricia Lopez,patricia.lopez66@gmail.com,871-818-2515,128,True
